user_id,review,score
ProducerN(nuja****),"올해 공포영화 중 최고인건 사실. 알바 아니고 솔직한 후기로 무섭긴 진짜 무섭습니다. 원래 공포영화 즐겨보고 안쪼는 성격인데, 확실히 연출력이나, 음향 그리고 수녀귀신 컨셉은 소름돋습니다. 수녀복 길가다가 마주치면 ...",10
미치go(minh****),올여름 공포영화 컨저링이 다 씹어먹는다!,10
엄수르(skyb****),썸녀랑 볼거라고 이번년도에 다짐했었는데 힘들거같아 오늘 혼자 미리 봤습니다.. 2나오면 다들 망한다고 하는데 컨저링2는 정말 잘 만들었더군요 ㅎ,10
별명이뭐임요(hool****),와... 씹소름.. 아쉬운건 후반부 사운드..정도???만족스러운건 아역배우들ㅋㅋㅋㅋ,10
명불허전오승환(dhwn****),이게 공포영화지 솔직히 이렇게 쪼여주고 스토리있는전개는 없는듯 최고였어요,10
욜라프(gksd****),효과음이나 배경음이 너무 소름 돋아서 공포감이 배가 되는거 같았어요 아무튼 굿,9
벼락식혜(sktr****),알바 아니고요 방금 조조영화로 보고왔는데 정말 재미있습니다!@@ 추천각 ㅋㅋㅋ 개인적으로 진짜 무섭움 ㅠㅠ 티브옆 할아버지 소름 ㄷㄷ;,10
주방의사도땜질맨(gold****),간만에 지대로된 공포영화 봤네요. 짱이라 자신 있게 추천합니다.^^,10
요다(kjhh****),무섭긴 무서웠지만 너무 발락이 한번에 사라진것 같다,10
Eternity(park****),평식이가 영화만들면 얼마나 대작이 나올지 기대됨ㅋㅋㄱ,10
박현우(chae****),오늘밤도 잠자긴 글렀군...,10
오렌지(pira****),첫부분에 경찰왔는데 의자 나오는부분 무섭진않고 오히려 웃겼어요ㅋㅋㅋ 극장 안에있던 사람들 다 웃음,8
Daisy(choc****),"관람객




																		저는 2시간 가까이는 중간에 깜짝깜짝 놀라긴 했어도 무섭지는 않았어요. 보다가 하품도 나오고 개인적으로 조금 지루하다 생각했는데 이후 30~40분이 대박이었어요! 그리고 다른 무서운 장면보다 워렌부부가 서로 믿고 사...",9
tlst****,"관람객


														
															
															
																1편보단 못하지만 확실히 재밌었어요 놀라서 팝콘뿌리는거 이해안갔는데  이영화를보고 이해하게 됐습니다^^.",10
정경수(jgs1****),누가 안무섭대 ㅠ 지릴뻔 했자나 ㅠ,10
비엠(bmbm****),"진짜 지금까지 본 공포영화 중 Top 이라고 할 수 있다.짜릿한 공포감, 그 속에서 나오는 감동과 눈물.애드가 너무 멋있고, 월핸부부? 보기만해도 눈물날 것 같았다.",10
천국지기(city****),잘 만들어진 공포영화 수작!  실화를 바탕으로 만들어져서 더욱 무섭네요. 크레디트 올라갈 때 실제 사진과 음성을 보여주는데 완성도 높은 영화 잘 봤네요.,10
Rolling(popp****),어우 나 미치는 줄 알았네. 초반에 자넷을 중심으로 미친듯이 정신적으로 뒤흔들더만 결국 의지 약해진 틈 타 겁나 활개치는.수녀귀신. 어우. 비주얼이 아주 그냥 내가 봤던 일반적 수녀의 기본적 인상을 뒤바꿔버리는 엄청...,10
지희(ji__****),"관람객


														
															
															
																수녀님 그만나와주세요..",10
신승훈(drea****),무서울뿐만 아니라 스토리까지 완벽..!,10
월홍(nada****),원래 무서운거 원체 잘 봐서 잘 놀라지도 않는데 이건 첨으로 극장에서 날 소리지르게  만들었다. 존심 상하게 만드는 영화ㅋㅋ,10
형이야(cjh1****),수녀그림씬 죽는지 알았습니다 ㅋㅋㅋ,9
밍크맘(ldsl****),비슷할수밖에 없겠거니 하고 별기대안했는데 왠걸 전작보다 더 무섭고 스토리도 좋았음. 워렌부부의 심리적인면이나 심경 같은것도 많이넣어줘서 꽉찬느낌의 영화였음. 아주잘만듬!!그리고 평식이는 넘 놀래서 징징댄걸로ㅋㅋ,10
쉐릴크로(fion****),"관람객


														
															
															
																아주 미국적인,,,아주 세련된 고련미,,,",10
